state	power	likelihood
251	1	-8010.33
252	1	-8010.92
253	1	-8006.68
254	1	-8011.58
255	1	-7995.16
256	1	-7996.6
257	1	-8000.6
258	1	-7995.5
259	1	-7997.3
260	1	-7994.47
261	1	-7999.58
262	1	-8002.54
263	1	-7999.06
264	1	-8001.77
265	1	-8000.33
266	1	-8007.28
267	1	-8005.03
268	1	-8004.06
269	1	-7999.32
270	1	-7999.36
271	1	-8003.37
272	1	-8000.01
273	1	-7995.81
274	1	-8002.68
275	1	-8001.4
276	1	-7999.36
277	1	-7998.99
278	1	-8000
279	1	-8009.95
280	1	-8001.37
281	1	-8003.75
282	1	-7999.34
283	1	-7997.1
284	1	-7998.04
285	1	-7998.35
286	1	-7994.3
287	1	-7997.75
288	1	-8001.11
289	1	-7995.46
290	1	-7999.21
291	1	-7998.93
292	1	-7999.09
293	1	-8000.51
294	1	-7997.23
295	1	-8000.32
296	1	-8001.97
297	1	-8004.65
298	1	-8003.7
299	1	-7997.12
300	1	-7996.92
301	1	-7996.61
302	1	-7994.1
303	1	-7995.94
304	1	-7993.9
305	1	-7990.74
306	1	-7995.62
307	1	-7999.2
308	1	-8004.92
309	1	-8002.32
310	1	-8004.87
311	1	-8003.9
312	1	-7998.99
313	1	-7996.94
314	1	-7997.16
315	1	-7999.13
316	1	-7999.48
317	1	-7992.25
318	1	-7993.47
319	1	-7998.24
320	1	-7994.25
321	1	-7995.34
322	1	-7997.73
323	1	-8004.34
324	1	-7997.93
325	1	-7996.37
326	1	-7995.55
327	1	-7996.3
328	1	-8001.82
329	1	-7997.43
330	1	-8003.03
331	1	-8001.7
332	1	-8001.79
333	1	-7997.79
334	1	-8000.97
335	1	-8000.47
336	1	-8000.58
337	1	-8000.45
338	1	-7996.74
339	1	-8000.05
340	1	-7997.19
341	1	-7996.1
342	1	-7995
343	1	-7997.96
344	1	-8001.68
345	1	-7995.66
346	1	-7997.16
347	1	-7998.1
348	1	-7998.19
349	1	-7998.74
350	1	-8005.5
351	1	-8011.74
352	1	-8010.09
353	1	-8007.67
354	1	-8005.06
355	1	-7998.76
356	1	-7996.5
357	1	-7998.28
358	1	-7995.95
359	1	-7995.03
360	1	-7994.22
361	1	-7997.65
362	1	-7994.41
363	1	-7993.04
364	1	-8000.3
365	1	-7997.69
366	1	-8000.98
367	1	-8003.96
368	1	-8001.89
369	1	-7999.57
370	1	-7998.92
371	1	-8001.13
372	1	-8007.03
373	1	-8005.14
374	1	-8005.78
375	1	-8003.17
376	1	-7995.53
377	1	-7997.37
378	1	-8000.93
379	1	-8001.26
380	1	-7995.73
381	1	-7998.51
382	1	-8003.76
383	1	-8007.78
384	1	-8003.59
385	1	-8002.01
386	1	-8008.42
387	1	-8010.47
388	1	-8003.73
389	1	-7997.94
