sample;ploidy;run1;run2;run3;run4;run5;average;recommended_ploidy;bayes_factor_between_1stand2nd;evidence
n_MDS8_004;4;-8162.342;-8047.835;-8188.904;-8050.371;-8048.306;-8133.027;2;38.157;Strong
n_MFSK1_022;3;-8087.857;-8217.132;-999999.99;-8099.507;-8197.425;-8152.494;3;NA;Cannot_compare
n_MJS1_149;1;-8241.305;-8237.334;-8290.743;-999999.99;-999999.99;-8256.461;3;35.206;Strong
n_MJS1_149;3;-8124.038;-8082.651;-8120.053;-8103.884;-8048.397;-8108.914;3;35.206;Strong
n_MJS1_149;4;-8057.7;-8187.074;-8187.586;-8099.163;-8100.148;-8144.120;3;35.206;Strong
n_MJS2_081;3;-8099.738;-8067.778;-8112.702;-999999.99;-999999.99;-8093.406;4;14.629;Positive
n_MJS2_081;4;-8085.934;-8096.522;-8053.876;-8050.414;-999999.99;-8078.777;4;14.629;Positive
n_MKJ10_046;2;-8143.327;-8042.399;-8044.937;-8042.604;-999999.99;-8076.888;2;NA;Cannot_compare
n_MKJ1_044;2;-8044.241;-8253.56;-8127.28;-8115.797;-8183.96;-8141.694;4;85.024;Strong
n_MKJ1_044;3;-8156.653;-8216.517;-8071.006;-8092.498;-8162.624;-8148.059;4;85.024;Strong
n_MKJ1_044;4;-8049.055;-8066.429;-8054.524;-8053.875;-8202.758;-8056.669;4;85.024;Strong
n_MKJ5_045;2;-8036.891;-8039.693;-8065.857;-8068.031;-999999.99;-8047.480;2;3.664;Positive
n_MKJ5_045;3;-8047.232;-8090.054;-8079.51;-8127.751;-8126.514;-8072.265;2;3.664;Positive
n_MKJ5_045;4;-8057.34;-8044.949;-999999.99;-999999.99;-999999.99;-8051.145;2;3.664;Positive
n_PPSK4_177;1;-8280.464;-8206.811;-8133.565;-8155.546;-8130.763;-8206.947;3;17.927;Positive
n_PPSK4_177;2;-8172.307;-8134.447;-8114.684;-8035.674;-8036.585;-8140.479;3;17.927;Positive
n_PPSK4_177;3;-8084.27;-8030.87;-8030.815;-8065.912;-8079.543;-8048.652;3;17.927;Positive
n_PPSK4_177;4;-8047.545;Error:Couldnotfindfile"output/stepping_stone_n_PPSK4_177_4.out";-8085.612;-8122.194;-8041.351;-8066.578;3;17.927;Positive
n_RIS2_009;2;0;0;0;-999999.99;0;0.000;2;0.000;Barely_worth_mentioning
n_RIS2_009;3;0;-999999.99;-999999.99;-999999.99;-999999.99;0.000;2;0.000;Barely_worth_mentioning
var_VLS8_017;2;0;-999999.99;-999999.99;0;-999999.99;0.000;2;NA;Cannot_compare
