Iteration	Posterior	Likelihood	Prior	alpha	branch_lengths[1]	branch_lengths[2]	branch_lengths[3]	branch_lengths[4]	branch_lengths[5]	branch_lengths[6]	branch_lengths[7]	branch_lengths[8]	branch_lengths[9]	branch_lengths[10]	branch_lengths[11]	branch_lengths[12]	branch_lengths[13]	branch_lengths[14]	branch_lengths[15]	branch_lengths[16]	branch_lengths[17]	branch_lengths[18]	branch_lengths[19]	branch_lengths[20]	branch_lengths[21]	branch_lengths[22]	branch_lengths[23]	branch_lengths[24]	branch_lengths[25]	branch_lengths[26]	branch_lengths[27]	branch_lengths[28]	branch_lengths[29]	branch_lengths[30]	branch_lengths[31]	branch_lengths[32]	branch_lengths[33]	branch_lengths[34]	branch_lengths[35]	branch_lengths[36]	branch_lengths[37]	branch_lengths[38]	branch_lengths[39]	branch_lengths[40]	branch_lengths[41]	branch_lengths[42]	branch_lengths[43]	branch_lengths[44]	branch_lengths[45]	branch_lengths[46]	branch_lengths[47]	branch_lengths[48]	branch_lengths[49]	branch_lengths[50]	branch_lengths[51]	branch_lengths[52]	branch_lengths[53]	branch_lengths[54]	branch_lengths[55]	branch_lengths[56]	branch_lengths[57]	branch_lengths[58]	branch_lengths[59]	branch_lengths[60]	branch_lengths[61]	branch_lengths[62]	branch_lengths[63]	branch_lengths[64]	branch_lengths[65]	branch_lengths[66]	branch_lengths[67]	branch_lengths[68]	branch_lengths[69]	branch_lengths[70]	branch_lengths[71]	branch_lengths[72]	branch_lengths[73]	branch_lengths[74]	branch_lengths[75]	branch_lengths[76]	branch_lengths[77]	branch_lengths[78]	branch_lengths[79]	branch_lengths[80]	branch_lengths[81]	branch_lengths[82]	branch_lengths[83]	er[1][1]	er[1][2]	er[1][3]	er[1][4]	er[1][5]	er[1][6]	kappa	pi[1][1]	pi[1][2]	pi[1][3]	pi[1][4]	pi[2][1]	pi[2][2]	pi[2][3]	pi[2][4]	rate_multiplier[2]	sr[1]	sr[2]	sr[3]	sr[4]
6450	-8361.924	-8581.584	219.6596	3.896074	0.001705237	0.001178255	0.02330233	0.0008235909	0.000333585	0.001695174	0.0009245001	0.02149789	0.0005276002	0.0006565	0.0004912355	0.0002052339	0.0009308223	0.0008167798	0.01351839	0.0003521936	0.001061406	0.0003043795	0.002610247	0.000598378	0.00195713	0.0004498815	0.0008021273	0.0005141208	0.0006045785	0.001151842	9.301971e-06	0.02822468	0.001035201	0.01754881	0.00132514	0.0005072185	0.0001578558	0.002455797	0.01590873	0.008313648	0.0006876839	0.002070032	3.622257e-05	0.007083757	0.006475798	0.001837053	0.001543761	0.001284478	0.00811817	8.871879e-05	0.001566331	0.01491862	0.0001551265	0.0005957423	0.01029363	0.0003200795	0.0005821785	0.007260346	0.0004625852	0.001029198	0.001544365	0.0006098318	0.0004825094	7.845511e-05	0.0001040845	0.0003416224	0.0003862322	0.003060966	0.008404854	0.0002071684	0.0003866105	0.003371706	0.000524213	4.945179e-05	0.01921517	4.93756e-06	0.004425651	0.0001436718	0.0007378362	0.001188585	0.0007844034	5.031736e-05	0.000758505	0.0007656724	0.0002307103	0.001120574	0.00043284	0.119166	0.225818	0.093254	0.0587316	0.369854	0.133177	0.2413057	0.26555	0.167613	0.190331	0.376507	0.277182	0.17687	0.166765	0.379183	1.077032	0.44856	0.771537	1.0844	1.6955
6451	-8363.185	-8582.324	219.1391	3.896074	0.001262117	0.001178255	0.02330233	0.0008235909	0.000333585	0.00256692	0.0004701749	0.03703892	0.0005276002	0.0006565	0.0005222664	0.0002599152	0.0006711413	0.0008167798	0.01545949	0.0003521936	0.0008449655	0.0003043795	0.004241271	0.0008560829	0.001500233	0.000386167	0.0007053226	0.0005141208	0.0008473445	0.001725654	6.329585e-06	0.01457962	0.001298584	0.01754881	0.00132514	0.0005072185	0.0001949042	0.002455797	0.01590873	0.006621476	0.0008637438	0.002826466	3.622257e-05	0.007083757	0.006475798	0.001142466	0.002877999	0.001285833	0.006890123	0.0001009638	0.001566331	0.01491862	0.0001551265	0.0004525602	0.01029363	0.0003231855	0.0005821785	0.007260346	0.0007266248	0.0008326143	0.001267331	0.0006098318	0.0003782873	0.0001112525	8.623994e-05	0.0003122778	0.0003862322	0.003232556	0.008404854	0.0001717661	0.0003866105	0.003239949	0.0004117396	4.945179e-05	0.02148555	4.1221e-06	0.003293204	9.17923e-05	0.0007122743	0.0009686576	0.0007844034	5.031736e-05	0.0009362177	0.0007656724	0.0002983017	0.001120574	0.00043284	0.187873	0.206692	0.0853555	0.0596558	0.338527	0.121897	0.2413057	0.26555	0.167613	0.190331	0.376507	0.277182	0.17687	0.166765	0.379183	1.099485	0.44856	0.771537	1.0844	1.6955
6452	-8371.494	-8590.474	218.9797	3.896074	0.001262117	0.001178255	0.02330233	0.0008235909	0.0004523628	0.002550081	0.0004701749	0.05810436	0.0004232632	0.0006565	0.0003505364	0.0002599152	0.0006711413	0.0008167798	0.01545949	0.0005768407	0.0008449655	0.00031159	0.003570556	0.001357693	0.001500233	0.000386167	0.0009626987	0.0005141208	0.0009722108	0.002695597	6.339206e-06	0.01298136	0.001025457	0.01263094	0.00132514	0.0008338387	0.0003184458	0.002455797	0.01590873	0.002579489	0.000830988	0.001961697	5.550512e-05	0.005150424	0.008382837	0.001142466	0.002877999	0.002139349	0.006890123	0.0001009638	0.001566331	0.01491862	0.0001551265	0.0002834442	0.01029363	0.0003231855	0.0005821785	0.007260346	0.001011739	0.0009971397	0.001267331	0.0006163097	0.0003782873	0.0002418256	8.623994e-05	0.0003122778	0.0003862322	0.003619977	0.007422559	0.0001717661	0.0003736699	0.003239949	0.0003052694	4.945179e-05	0.01325585	4.1221e-06	0.003022107	9.17923e-05	0.0007122743	0.0008420843	0.0007844034	5.031736e-05	0.001015228	0.0005327914	0.0002983017	0.001203836	0.0005739634	0.182662	0.22527	0.0909787	0.0580011	0.329138	0.113951	0.2413057	0.276166	0.16519	0.18758	0.371064	0.277182	0.17687	0.166765	0.379183	0.9568078	0.44856	0.771537	1.0844	1.6955
6453	-8371.921	-8591.65	219.7289	3.896074	0.001262117	0.001281003	0.02127103	0.0008235909	0.0003138329	0.002550081	0.0003939736	0.04279097	0.0004674847	0.0004277403	0.0003305411	0.0002599152	0.0006711413	0.000388419	0.01545949	0.0003542972	0.000714123	0.0003654331	0.003570556	0.001233248	0.001667315	0.000386167	0.0004343271	0.0007411882	0.0007882346	0.002695597	7.548307e-06	0.01298136	0.001025457	0.01289413	0.00132514	0.0008265332	0.0001958412	0.003136362	0.01590873	0.002579489	0.001246748	0.002436991	5.848114e-05	0.003157458	0.008382837	0.001024309	0.001332602	0.00312155	0.006890123	0.0002313585	0.001566331	0.01491862	0.0001551265	0.0002834442	0.01029363	0.0003231855	0.0005821785	0.01017092	0.0006879162	0.0009971397	0.0009300834	0.0007056179	0.0002626502	0.000215692	8.623994e-05	0.0003501513	0.0003862322	0.003568599	0.01948097	0.0002328975	0.0003540506	0.002024878	0.0003052694	8.102864e-05	0.01325585	2.478583e-06	0.001690811	9.17923e-05	0.0007122743	0.0009793469	0.0007258528	4.665117e-05	0.001264154	0.0006327892	0.0001898278	0.001027948	0.0005739634	0.176518	0.275288	0.087919	0.0560505	0.294106	0.110119	0.2413057	0.276166	0.16519	0.18758	0.371064	0.277182	0.17687	0.166765	0.379183	0.9835839	0.44856	0.771537	1.0844	1.6955
6454	-8367.079	-8588.239	221.1607	3.896074	0.001582385	0.0007912417	0.02688315	0.0005733761	0.0004595757	0.002550081	0.0002963303	0.02660529	0.0005322773	0.0004277403	0.000217438	0.0002599152	0.0005485679	0.0004963043	0.01104157	0.0003542972	0.000714123	0.0006832533	0.003570556	0.001233248	0.001635803	0.000386167	0.0004343271	0.0004467552	0.0007882346	0.001243528	7.971094e-06	0.01298136	0.001102223	0.01289413	0.001071855	0.0005313609	0.0001299899	0.003136362	0.01590873	0.002683806	0.001246748	0.002075805	4.768574e-05	0.003157458	0.008382837	0.001009783	0.001349443	0.00312155	0.007185983	0.0005132954	0.001566331	0.0100223	0.0001551265	0.0003429952	0.01029363	0.0002346851	0.0005821785	0.01017092	0.0006879162	0.0009971397	0.0006984127	0.0007056179	0.0002626502	0.0003291929	8.365852e-05	0.0004232582	0.0003862322	0.003568599	0.02880708	0.0003110718	0.0003540506	0.001301297	0.0001859417	6.620656e-05	0.01325585	2.478583e-06	0.001555294	9.17923e-05	0.0007628433	0.0006231949	0.0007258528	4.665117e-05	0.001264154	0.0006805112	0.0002005002	0.0006305872	0.0005739634	0.169142	0.288712	0.0842452	0.0705666	0.281816	0.105517	0.2413057	0.276647	0.165478	0.186165	0.371711	0.275531	0.181774	0.165771	0.376924	0.9835839	0.44856	0.771537	1.0844	1.6955
6455	-8375.877	-8596.707	220.8304	3.896074	0.001511929	0.0005858345	0.02688315	0.0005733761	0.0004595757	0.002550081	0.0002963303	0.02660529	0.0003848473	0.0004277403	0.0002397752	0.0002599152	0.0008538223	0.0006539657	0.006739756	0.0005123278	0.00110936	0.0007052818	0.002685243	0.001415344	0.00216144	0.0004709132	0.0004343271	0.000379379	0.0007882346	0.001243528	7.971094e-06	0.00801769	0.001102223	0.01289413	0.001071855	0.0005313609	0.0001299899	0.00291299	0.01603366	0.004344845	0.001246748	0.002075805	5.32025e-05	0.003164278	0.02055585	0.001097557	0.001349443	0.002614047	0.007185983	0.0005188804	0.001566331	0.0100223	0.0001428686	0.0008428318	0.01029363	0.0001909749	0.0006694282	0.01017092	0.001416848	0.0007611436	0.0006984127	0.0006069528	0.0002626502	0.0003714456	3.885253e-05	0.0004812897	0.0005004999	0.003568599	0.02880708	0.0002632786	0.0003127473	0.001301297	0.0001859417	6.503387e-05	0.009728223	2.88282e-06	0.001555294	0.000124553	0.0007628433	0.0006231949	0.00098735	3.687263e-05	0.0005472832	0.0003687194	0.0001670254	0.0004016282	0.0005645086	0.187411	0.211888	0.0933443	0.0781884	0.312254	0.116914	0.2413057	0.276647	0.165478	0.186165	0.371711	0.275531	0.181774	0.165771	0.376924	1.213179	0.44856	0.771537	1.0844	1.6955
6456	-8374.604	-8597.729	223.1253	3.896074	0.002289359	0.0005858345	0.02688315	0.0009278543	0.0006037832	0.002550081	0.0002963303	0.01834728	0.0003848473	0.0003236101	0.0001632445	0.0002673652	0.0008994678	0.0003106664	0.006739756	0.0005046401	0.00110936	0.001159346	0.002769269	0.001415344	0.00216144	0.0004709132	0.0004343271	0.0003090819	0.0006117571	0.001243528	7.971094e-06	0.005584891	0.001132307	0.00818823	0.0008058006	0.0005313609	0.0001126298	0.00291299	0.01114439	0.004983427	0.001246748	0.002075805	4.355412e-05	0.003164278	0.03124606	0.001631368	0.0008523394	0.002633967	0.007185983	0.0005188804	0.001566331	0.0156587	0.0001760639	0.0008428318	0.01029363	0.0001909749	0.0006694282	0.009887748	0.001416848	0.0007611436	0.0006984127	0.0006069528	0.0002539198	0.0003714456	3.731736e-05	0.00067031	0.0005707524	0.003568599	0.01008221	0.0002632786	0.0003127473	0.001301297	0.0001859417	6.934461e-05	0.009728223	2.88282e-06	0.001555294	0.000124553	0.000943962	0.000715672	0.00098735	3.687263e-05	0.0004848782	0.0003687194	8.028963e-05	0.0003413383	0.0005878141	0.187101	0.211537	0.0931897	0.0797155	0.311737	0.11672	0.2413057	0.275296	0.16467	0.19014	0.369895	0.275531	0.181774	0.165771	0.376924	1.02552	0.44856	0.771537	1.0844	1.6955
6457	-8376.293	-8599.903	223.6097	3.896074	0.002289359	0.0005858345	0.02688315	0.00118086	0.000442516	0.001776113	0.0003128487	0.01374149	0.0003848473	0.0003236101	0.0001632445	0.00016883	0.00108226	0.0003821043	0.006739756	0.0006822566	0.0007577886	0.001159346	0.002769269	0.001415344	0.00216144	0.0004709132	0.0004343271	0.0003090819	0.0006117571	0.00108339	7.971094e-06	0.005584891	0.001694784	0.009503644	0.0006403275	0.0005313609	0.0001491202	0.00291299	0.01114439	0.003524103	0.001246748	0.002075805	3.703142e-05	0.002287168	0.0307679	0.001631368	0.001425736	0.003071865	0.008737274	0.0002769743	0.001159012	0.0134545	0.0001415874	0.0006553993	0.01029363	0.0002271242	0.0006694282	0.009887748	0.001416848	0.0007611436	0.000856634	0.0004316778	0.0002650672	0.0003714456	1.983358e-05	0.00074024	0.0004965037	0.005306949	0.01008221	0.0002632786	0.000471789	0.001274046	0.0001859417	8.509203e-05	0.009728223	3.934944e-06	0.001555294	0.0001522811	0.0007228172	0.000715672	0.00098735	3.687263e-05	0.0004848782	0.0004989448	8.028963e-05	0.0004457393	0.0006411159	0.168157	0.190119	0.0837546	0.0716446	0.381421	0.104903	0.2413057	0.275296	0.16467	0.19014	0.369895	0.280966	0.165633	0.169041	0.384359	1.045575	0.44856	0.771537	1.0844	1.6955
6458	-8376.517	-8600.796	224.279	3.896074	0.002289359	0.000454155	0.02688315	0.0009598212	0.0003274448	0.001233808	0.0001931993	0.02175034	0.0003081913	0.0003236101	0.000216271	0.0002008602	0.00108226	0.0004683222	0.008512276	0.001387428	0.001307041	0.001159346	0.002358358	0.00184901	0.00216144	0.0003633418	0.0002644196	0.000328087	0.0006117571	0.001290355	8.090006e-06	0.007358887	0.00180727	0.009503644	0.0005542775	0.0005313609	0.0001262373	0.004005223	0.008832161	0.005605091	0.0008541043	0.001063362	3.003795e-05	0.002999223	0.01799835	0.001277467	0.002036153	0.002342974	0.008737274	0.0001730929	0.001159012	0.009992323	0.0001415874	0.0004918198	0.004429543	0.000222719	0.000425309	0.009887748	0.001401289	0.0008603309	0.0006798979	0.0005825896	0.0003226747	0.0003714456	2.214365e-05	0.0005270164	0.0003754489	0.005306949	0.01063561	0.00036689	0.0006676874	0.001624031	0.0001713924	8.509203e-05	0.01258345	4.604789e-06	0.001555294	0.0001522811	0.0007228172	0.0008704974	0.001032876	3.687263e-05	0.0004848782	0.0006392984	8.028963e-05	0.0004095352	0.0006411159	0.134019	0.203369	0.0852793	0.0821545	0.388365	0.106813	0.2413057	0.275296	0.16467	0.19014	0.369895	0.280966	0.165633	0.169041	0.384359	1.080389	0.44856	0.771537	1.0844	1.6955
6459	-8371.471	-8594.269	222.7981	3.896074	0.002289359	0.000454155	0.02688315	0.001574784	0.0003274448	0.001274428	0.0001931993	0.0281161	0.000295913	0.0003236101	0.0001779124	0.0002012788	0.00108226	0.000300795	0.008750999	0.001243202	0.001307041	0.001142699	0.003806217	0.00184901	0.002041118	0.0003657102	0.0002644196	0.000328087	0.0006117571	0.001290355	1.073866e-05	0.01007479	0.002281074	0.01030269	0.0005542775	0.0003894279	0.0001581981	0.002975995	0.008832161	0.003194776	0.0008541043	0.001216227	1.913103e-05	0.002718764	0.01799835	0.001477547	0.003137212	0.00107353	0.008737274	0.0001539948	0.001159012	0.009992323	0.0001295388	0.0004203481	0.005826775	0.0002487007	0.0007011164	0.009887748	0.000936208	0.0007926891	0.0004456626	0.0008024832	0.0003226747	0.0003034233	1.536043e-05	0.0005270164	0.0003754489	0.005306949	0.01490548	0.0003422572	0.0007747681	0.001624031	0.0001896129	8.900005e-05	0.01258345	4.670659e-06	0.001367409	0.0001522811	0.001120662	0.0008704974	0.001032876	3.687263e-05	0.0004848782	0.0006392984	8.800946e-05	0.0004095352	0.000483656	0.122977	0.205123	0.0895896	0.0828629	0.391714	0.107734	0.2413057	0.275296	0.16467	0.19014	0.369895	0.280966	0.165633	0.169041	0.384359	1.165803	0.44856	0.771537	1.0844	1.6955
6460	-8369.38	-8591.535	222.1553	3.896074	0.001579946	0.0004126619	0.02688315	0.001574784	0.0003274448	0.001520543	0.0001072231	0.02979795	0.0002105249	0.0003969231	0.0002101263	0.0002012788	0.001150841	0.000300795	0.008750999	0.001243202	0.001307041	0.001142699	0.002808571	0.00138634	0.002041118	0.0003657102	0.0001604674	0.0004171999	0.0007276964	0.001673396	1.073866e-05	0.009194969	0.002281074	0.0157246	0.0009424891	0.0006045517	0.0001378663	0.002231281	0.01233773	0.002265249	0.0007082117	0.001216227	1.809744e-05	0.003429933	0.01799835	0.001773408	0.003137212	0.001138243	0.008737274	0.0001668193	0.001159012	0.01524138	0.0001295388	0.0002844985	0.00552377	0.0003005492	0.0007011164	0.006220226	0.000936208	0.000782449	0.0004400788	0.0008024832	0.0002409265	0.0001740426	2.061464e-05	0.0005270164	0.0004009173	0.004630796	0.01059835	0.0003422572	0.001162945	0.001624031	0.0003102843	5.890813e-05	0.01258345	4.670659e-06	0.002088007	0.0001522811	0.0008324089	0.0008704974	0.001721956	4.769657e-05	0.0004318336	0.001075808	8.800946e-05	0.0004095352	0.000483656	0.122977	0.205123	0.0895896	0.0828629	0.391714	0.107734	0.2413057	0.275296	0.16467	0.19014	0.369895	0.280966	0.165633	0.169041	0.384359	1.197852	0.44856	0.771537	1.0844	1.6955
6461	-8363.825	-8587.698	223.8729	3.896074	0.001579946	0.0004126619	0.02322627	0.001574784	0.0003274448	0.001774297	0.0001004501	0.02436488	0.0002105249	0.0004760207	0.0001657734	0.000250586	0.001150841	0.000300795	0.005091543	0.0006669451	0.001108593	0.001325299	0.002363522	0.0008676973	0.001488588	0.0005290038	0.0001604674	0.0004171999	0.001080273	0.002635079	1.073866e-05	0.009194969	0.002281074	0.0157246	0.0009424891	0.0006045517	0.0001378663	0.001653079	0.01233773	0.002337729	0.0005895439	0.001413231	2.329278e-05	0.00409744	0.01157525	0.001732875	0.003137212	0.001138243	0.008737274	0.000462834	0.001365227	0.01524138	0.0001095519	0.0003500786	0.005869194	0.0002519747	0.0007407258	0.006220226	0.001416381	0.000782449	0.0004400788	0.0005120728	0.000205298	0.0001740426	1.539012e-05	0.0005270164	0.0004009173	0.006143535	0.01059835	0.0003422572	0.001195441	0.001254261	0.0002015125	5.890813e-05	0.01258345	4.206591e-06	0.002088007	0.0001522811	0.001421008	0.001064401	0.001164714	4.174889e-05	0.0004318336	0.0009850648	5.729014e-05	0.000372423	0.000483656	0.122977	0.205123	0.0895896	0.0828629	0.391714	0.107734	0.2413057	0.275296	0.16467	0.19014	0.369895	0.280966	0.165633	0.169041	0.384359	1.190999	0.44856	0.771537	1.0844	1.6955
6462	-8364.003	-8588.145	224.1424	3.896074	0.001485549	0.000427407	0.02322627	0.001348506	0.0004192312	0.001774297	6.990747e-05	0.02107203	0.0001323354	0.0004760207	0.000154558	0.0001379815	0.001150841	0.0002411373	0.006820183	0.0006669451	0.001108593	0.001700925	0.00172453	0.001541365	0.001369267	0.0005290038	0.0001434153	0.0004171999	0.001080273	0.002635079	1.073866e-05	0.008820647	0.002281074	0.01370218	0.0009696137	0.0009470238	0.0001378663	0.001653079	0.01775446	0.002368138	0.0008253503	0.00171691	2.011013e-05	0.003927318	0.007708271	0.003574441	0.003137212	0.001235315	0.008737274	0.000462834	0.001531906	0.01524138	0.0001095519	0.0003819617	0.004623514	0.0002519747	0.0007407258	0.006220226	0.0004796762	0.000782449	0.0002951566	0.0005120728	0.000205298	0.0001251637	1.44458e-05	0.0003741393	0.0004009173	0.005419657	0.01059835	0.0005511959	0.001195441	0.001537722	0.0001354247	6.365917e-05	0.01258345	4.206591e-06	0.002759145	0.0001522811	0.0007989206	0.001064401	0.0009200914	4.174889e-05	0.0004318336	0.0009850648	5.729014e-05	0.000435293	0.000483656	0.122977	0.205123	0.0895896	0.0828629	0.391714	0.107734	0.2413057	0.275296	0.16467	0.19014	0.369895	0.281785	0.1632	0.169534	0.38548	1.190999	0.44856	0.771537	1.0844	1.6955
6463	-8371.881	-8594.196	222.3153	3.896074	0.00216055	0.0005749998	0.02186365	0.001218998	0.0004192312	0.001774297	6.990747e-05	0.02107203	0.0001323354	0.0007470907	0.0001274478	0.0001237889	0.0006811382	0.0002411373	0.006820183	0.0006669451	0.001039351	0.001700925	0.00172453	0.001541365	0.001331708	0.0005937346	0.0001434153	0.0004171999	0.001627632	0.002428863	1.073866e-05	0.008820647	0.002281074	0.02523795	0.001371098	0.0009327228	0.0001378663	0.00184403	0.0219571	0.002368138	0.0008253503	0.001644009	1.670275e-05	0.003430748	0.007708271	0.004466541	0.003137212	0.001235315	0.008737274	0.0004771849	0.000781356	0.01524138	6.630055e-05	0.0003890809	0.005928829	0.0002519747	0.0004445201	0.006220226	0.0004796762	0.000782449	0.000286824	0.0005170008	0.0001528142	0.0001517857	1.612159e-05	0.0004363581	0.0004009173	0.005419657	0.01059835	0.0005511959	0.001195441	0.001691919	0.0001529329	8.284173e-05	0.01439806	4.206591e-06	0.002759145	0.0001522811	0.0007989206	0.001234856	0.0009200914	2.795215e-05	0.0002775427	0.0007801898	5.729014e-05	0.000435293	0.000655266	0.127543	0.187001	0.0815247	0.0859395	0.406258	0.111734	0.2413057	0.275296	0.16467	0.19014	0.369895	0.289198	0.167494	0.173994	0.369314	1.190999	0.44856	0.771537	1.0844	1.6955
6464	-8376.094	-8598.793	222.6984	3.896074	0.00216055	0.0006106243	0.015239	0.001218998	0.0004228985	0.001774297	8.585715e-05	0.01808435	0.0001323354	0.0007470907	0.0001274478	0.0001237889	0.0006811382	0.0003337278	0.008242817	0.001079756	0.0009079097	0.00135053	0.001188817	0.001339816	0.0008785464	0.0005723337	0.0003626677	0.0004171999	0.001627632	0.001739802	1.073866e-05	0.008820647	0.002307832	0.02103481	0.001371098	0.0009327228	0.0001178474	0.002915899	0.02874525	0.002368138	0.0005959548	0.001486742	1.670275e-05	0.003430748	0.007708271	0.003211204	0.001566542	0.001235315	0.01049798	0.0004771849	0.000781356	0.01864748	6.630055e-05	0.0003890809	0.008495977	0.0002519747	0.0002920239	0.006220226	0.0007238974	0.000782449	0.0004852906	0.0005170008	0.0001528142	0.0001517857	1.612159e-05	0.0009572053	0.0004102242	0.005419657	0.0159864	0.0007274895	0.001195441	0.001125036	0.0001529329	6.850089e-05	0.006601346	4.206591e-06	0.002993369	0.0001175588	0.0007989206	0.001234856	0.0008042417	2.795215e-05	0.0002775427	0.0007801898	3.553235e-05	0.0003199934	0.0004782753	0.127543	0.187001	0.0815247	0.0859395	0.406258	0.111734	0.2413057	0.275296	0.16467	0.19014	0.369895	0.269691	0.172091	0.178769	0.379449	1.190999	0.44856	0.771537	1.0844	1.6955
6465	-8378.489	-8601.566	223.0769	3.896074	0.00216055	0.0007934984	0.015239	0.001218998	0.0003552189	0.00162678	0.0001130689	0.01808435	9.118861e-05	0.0007470907	0.0001922164	0.0001237889	0.0006811382	0.0003337278	0.008242817	0.0008416716	0.0009079097	0.00135053	0.001251221	0.001339816	0.0008785464	0.0005723337	0.0003470221	0.0004171999	0.001035396	0.00207815	1.130613e-05	0.008820647	0.00199965	0.02103481	0.001594047	0.0007197171	7.313499e-05	0.002915899	0.02874525	0.002368138	0.0005959548	0.002775649	2.251055e-05	0.003430748	0.007708271	0.003211204	0.001088074	0.001235315	0.01049798	0.0004519973	0.000704066	0.01864748	6.630055e-05	0.0003042079	0.008495977	0.0002178809	0.0002920239	0.005411058	0.0007238974	0.000782449	0.0002951777	0.0005170008	0.0001528142	0.0002411271	1.088705e-05	0.0009697673	0.0006271991	0.005419657	0.0159864	0.0009359662	0.001195441	0.001125036	0.0001529329	6.850089e-05	0.006601346	6.870448e-06	0.002993369	0.0001541913	0.0007989206	0.00144593	0.0008042417	1.770008e-05	0.0002931882	0.0007575943	3.553235e-05	0.0003199934	0.0006293997	0.132622	0.194447	0.0847708	0.0589743	0.413003	0.116183	0.2413057	0.275296	0.16467	0.19014	0.369895	0.269691	0.172091	0.178769	0.379449	0.8392647	0.44856	0.771537	1.0844	1.6955
6466	-8380.019	-8603.455	223.4361	3.896074	0.002987778	0.0005772078	0.015239	0.001218998	0.0003923546	0.001283357	8.173015e-05	0.01451876	0.0001353392	0.0004761314	0.0001367038	0.0001341508	0.0003426308	0.0003337278	0.0049489	0.001044284	0.0009079097	0.001431501	0.001370999	0.001339816	0.0008785464	0.0008614463	0.0003147967	0.0004171999	0.001035396	0.00207815	1.130613e-05	0.007139201	0.00199965	0.02200094	0.001594047	0.0007197171	7.313499e-05	0.002915899	0.02874525	0.002368138	0.0006040427	0.001893209	2.909107e-05	0.003430748	0.007708271	0.003590858	0.001088074	0.001235315	0.01049798	0.0003924512	0.0005783631	0.01864748	7.37382e-05	0.0003619214	0.008495977	0.0003855201	0.0002920239	0.005411058	0.0007238974	0.000782449	0.0003222742	0.000550865	0.0002358805	0.0002411271	1.025279e-05	0.001053664	0.0003928246	0.004701663	0.0159864	0.001551431	0.0007918025	0.001237223	0.0001243839	6.850089e-05	0.009175166	6.870448e-06	0.003030685	0.0001659181	0.0007989206	0.00144593	0.0008042417	1.556484e-05	0.0002232489	0.0006721974	2.508732e-05	0.0002545721	0.0005653012	0.120293	0.26135	0.07689	0.0534917	0.374608	0.113367	0.2413057	0.275296	0.16467	0.19014	0.369895	0.269691	0.172091	0.178769	0.379449	1.059681	0.44856	0.771537	1.0844	1.6955
6467	-8371.313	-8594.459	223.1455	3.896074	0.003225371	0.0005772078	0.015239	0.000825934	0.0003923546	0.002101253	0.000108959	0.01364036	0.0002333824	0.0003074895	0.0001367038	0.0001341508	0.0003426308	0.0003989638	0.004941812	0.001044284	0.0009079097	0.001431501	0.001370999	0.001339816	0.0008785464	0.000848861	0.0003147967	0.0004148097	0.001035396	0.002462569	1.478042e-05	0.009146372	0.00100376	0.01721851	0.001210496	0.0008694937	9.926687e-05	0.002915899	0.03854039	0.002368138	0.0006040427	0.001392454	2.909107e-05	0.003430748	0.005985688	0.003739888	0.001088074	0.001814355	0.01049798	0.0006497776	0.0005126998	0.01864748	7.457345e-05	0.0005111151	0.006937062	0.0003855201	0.0001127183	0.005411058	0.0001785837	0.0005846241	0.0003626443	0.000550865	0.0002404163	0.0001813287	1.025279e-05	0.001053664	0.0003928246	0.004784479	0.0159864	0.001393895	0.0009789587	0.001018904	0.0001059155	0.0001055429	0.009893561	6.870448e-06	0.002232639	0.0001659181	0.0007989206	0.0009254168	0.0008026382	1.501522e-05	0.0002232489	0.001088599	1.475413e-05	0.0002545721	0.0007359257	0.11963	0.259912	0.081972	0.0531972	0.372545	0.112743	0.2413057	0.275296	0.16467	0.19014	0.369895	0.269691	0.172091	0.178769	0.379449	1.127783	0.44856	0.771537	1.0844	1.6955
6468	-8362.629	-8584.789	222.1594	3.896074	0.003225371	0.0005772078	0.0151845	0.0006819456	0.000617105	0.002101253	0.0001608736	0.01578139	0.0002065751	0.0003362546	0.0001367038	8.693199e-05	0.0003426308	0.0003989638	0.004941812	0.0006172366	0.0009079097	0.001431501	0.001372773	0.001864894	0.0008785464	0.0006895745	0.0003548678	0.0004148097	0.001394983	0.001346385	1.478042e-05	0.01085892	0.000829608	0.01721851	0.001210496	0.0008694937	9.926687e-05	0.002456141	0.03854039	0.001752995	0.0006040427	0.002290627	2.909107e-05	0.003430748	0.006944394	0.003739888	0.0009996106	0.001187593	0.01049798	0.0007107879	0.0005012708	0.02098133	6.944806e-05	0.0004751099	0.00870358	0.0003855201	0.0001127183	0.007003887	0.0001893242	0.000723436	0.0002265873	0.0007255167	0.0002966169	0.0002967842	1.428761e-05	0.001053664	0.0003928246	0.004784479	0.01235371	0.0009681172	0.0009742979	0.001259026	0.0001098132	0.0001055429	0.01475321	6.445747e-06	0.002232639	0.0001625375	0.0008912214	0.0008779465	0.0003928694	1.480522e-05	0.0001575589	0.0008758328	1.475413e-05	0.0003940961	0.0003469844	0.129067	0.257126	0.0810933	0.052627	0.368552	0.111535	0.2413057	0.275296	0.16467	0.19014	0.369895	0.269691	0.172091	0.178769	0.379449	1.192645	0.44856	0.771537	1.0844	1.6955
