Iteration	Posterior	Likelihood	Prior	alpha	branch_lengths[1]	branch_lengths[2]	branch_lengths[3]	branch_lengths[4]	branch_lengths[5]	branch_lengths[6]	branch_lengths[7]	branch_lengths[8]	branch_lengths[9]	branch_lengths[10]	branch_lengths[11]	branch_lengths[12]	branch_lengths[13]	branch_lengths[14]	branch_lengths[15]	branch_lengths[16]	branch_lengths[17]	branch_lengths[18]	branch_lengths[19]	branch_lengths[20]	branch_lengths[21]	branch_lengths[22]	branch_lengths[23]	branch_lengths[24]	branch_lengths[25]	branch_lengths[26]	branch_lengths[27]	branch_lengths[28]	branch_lengths[29]	branch_lengths[30]	branch_lengths[31]	branch_lengths[32]	branch_lengths[33]	branch_lengths[34]	branch_lengths[35]	branch_lengths[36]	branch_lengths[37]	branch_lengths[38]	branch_lengths[39]	branch_lengths[40]	branch_lengths[41]	branch_lengths[42]	branch_lengths[43]	branch_lengths[44]	branch_lengths[45]	branch_lengths[46]	branch_lengths[47]	branch_lengths[48]	branch_lengths[49]	branch_lengths[50]	branch_lengths[51]	branch_lengths[52]	branch_lengths[53]	branch_lengths[54]	branch_lengths[55]	branch_lengths[56]	branch_lengths[57]	branch_lengths[58]	branch_lengths[59]	branch_lengths[60]	branch_lengths[61]	branch_lengths[62]	branch_lengths[63]	branch_lengths[64]	branch_lengths[65]	branch_lengths[66]	branch_lengths[67]	branch_lengths[68]	branch_lengths[69]	branch_lengths[70]	branch_lengths[71]	branch_lengths[72]	branch_lengths[73]	branch_lengths[74]	branch_lengths[75]	branch_lengths[76]	branch_lengths[77]	branch_lengths[78]	branch_lengths[79]	branch_lengths[80]	branch_lengths[81]	branch_lengths[82]	branch_lengths[83]	er[1][1]	er[1][2]	er[1][3]	er[1][4]	er[1][5]	er[1][6]	kappa	pi[1][1]	pi[1][2]	pi[1][3]	pi[1][4]	pi[2][1]	pi[2][2]	pi[2][3]	pi[2][4]	rate_multiplier[2]	sr[1]	sr[2]	sr[3]	sr[4]
3272	-8367.614	-8590.846	223.2319	3.896074	0.0008355419	0.0008386365	0.005679642	4.307758e-05	0.0006460061	0.003486239	0.002161379	0.001518645	0.0001462671	0.0002529667	3.273785e-05	2.189753e-05	5.253822e-05	0.00126134	0.001223579	0.005148458	0.0009579419	0.0003506822	0.0006450256	0.0003367011	0.0005772721	0.01315574	0.0004310323	0.0001399534	0.0007012989	0.0003465706	0.0002099336	0.01244244	0.001083953	0.001338924	0.001435002	0.0006924057	0.000224856	0.001928881	0.001988631	0.01740002	0.006176588	0.003922466	0.01641659	0.000496987	0.002538752	0.005257413	0.001056412	1.483611e-05	0.002442392	0.001163005	0.02451765	0.001011457	0.0006968453	0.003628342	0.0001700894	0.0001582048	0.0002571413	0.0005521566	0.0001186295	0.0002613856	0.0002247896	0.000661562	0.0002049985	4.154278e-05	0.001437719	0.00762578	0.002774077	0.0001642709	0.000131381	0.00238955	0.04119949	0.002115609	0.008824184	0.001607899	0.002973926	0.001025876	0.0004431406	0.001263671	0.001782336	0.000139361	0.0004054243	0.002017616	0.002771826	0.0004408878	0.001170367	0.0004370634	0.00111482	0.108813	0.241829	0.127557	0.0440119	0.37406	0.10373	0.2413057	0.299979	0.1642	0.183419	0.352402	0.278835	0.178135	0.161395	0.381634	0.9385179	0.44856	0.771537	1.0844	1.6955
3273	-8374.876	-8597.584	222.708	3.896074	0.0008355419	0.0008386365	0.005679642	4.307758e-05	0.0006460061	0.002476025	0.005166656	0.00226077	8.919967e-05	0.0002529667	3.273785e-05	2.189753e-05	5.253822e-05	0.00126134	0.001223579	0.005148458	0.0007777646	0.0004384384	0.0006450256	0.0002741061	0.0008474765	0.02086849	0.0004310323	0.0001399534	0.0007012989	0.0004066561	0.0002099336	0.01244244	0.001576209	0.001338924	0.001074639	0.00183994	0.0002528342	0.001928881	0.002301764	0.01740002	0.004393542	0.003922466	0.01641659	0.0004634297	0.002538752	0.005257413	0.001048958	1.861312e-05	0.002100639	0.001840872	0.02501245	0.000929885	0.0007430516	0.002594758	0.0001700894	0.0001582048	0.0002571413	0.0005266978	0.0001186295	0.0002613856	0.0002247896	0.0004034999	0.0002049985	4.154278e-05	0.002766274	0.005922351	0.00192366	0.0001642709	0.0001383814	0.00238955	0.03973175	0.001827546	0.006087456	0.001607899	0.002973926	0.001025876	0.0005457476	0.0009441685	0.003016281	0.000139361	0.0004959976	0.002017616	0.002771826	0.0004408878	0.001170367	0.0004322847	0.00111482	0.118553	0.265797	0.138975	0.0620178	0.301641	0.113015	0.2413057	0.299979	0.1642	0.183419	0.352402	0.278835	0.178135	0.161395	0.381634	0.9385179	0.44856	0.771537	1.0844	1.6955
3274	-8373.243	-8598.265	225.022	3.896074	0.001151077	0.0006725524	0.005679642	0.0001019684	0.0005046281	0.001973975	0.005166656	0.001506604	5.64914e-05	0.0002529667	3.382799e-05	2.189753e-05	8.989901e-05	0.0009066714	0.001223579	0.007986511	0.0007777646	0.0002932598	0.0006962285	0.0002386949	0.0008474765	0.005891826	0.0003075252	0.0001399534	0.001050679	0.0004702077	0.0002099336	0.008216315	0.001576209	0.001338924	0.0006376668	0.00183994	0.0002528342	0.002568235	0.002301764	0.01740002	0.004631701	0.003922466	0.01228152	0.0004514213	0.002272993	0.005257413	0.001048958	1.861312e-05	0.002275441	0.001840872	0.02501245	0.0004360753	0.0009982379	0.003124608	0.0002800939	0.0001278629	0.0002173922	0.0005266978	9.368736e-05	0.0002613856	0.0002247896	0.0003985569	0.0002463874	4.507513e-05	0.002462333	0.005922351	0.001629643	0.0006401549	0.0001383814	0.00238955	0.03973175	0.001089603	0.006087456	0.001580862	0.002973926	0.001025876	0.0005457476	0.00126826	0.003016281	0.000139361	0.0008098493	0.001502879	0.001811948	0.0003368796	0.001051846	0.0004322847	0.00111482	0.117917	0.26437	0.138229	0.0924707	0.274606	0.112408	0.2413057	0.299979	0.1642	0.183419	0.352402	0.278835	0.178135	0.161395	0.381634	0.9385179	0.44856	0.771537	1.0844	1.6955
3275	-8374.34	-8599.728	225.388	3.896074	0.001151077	0.0006725524	0.003899299	0.0001447694	0.0003541941	0.001706983	0.005166656	0.001923407	4.627191e-05	0.0002529667	3.382799e-05	2.251605e-05	0.0001076753	0.0009066714	0.001223579	0.005954227	0.0005318846	0.0002932598	0.0006962285	0.0002386949	0.0009694031	0.005891826	0.0003075252	0.0002056652	0.001673913	0.0004702077	0.0002099336	0.005263375	0.001576209	0.001338924	0.0006376668	0.001640981	0.0002528342	0.002568235	0.002301764	0.01281683	0.004631701	0.003922466	0.01339276	0.0004333488	0.004709161	0.007064121	0.001143188	1.641945e-05	0.002275441	0.002183248	0.02501245	0.0004978104	0.001140328	0.003124608	0.0003856956	0.0001278629	0.0001862494	0.0005266978	0.0001514141	0.0002141997	0.0002247896	0.0003985569	0.0002463874	4.507513e-05	0.002462333	0.005922351	0.001629643	0.0004182958	0.0001383814	0.00238955	0.03973175	0.001089603	0.006061696	0.00153728	0.001961603	0.001025876	0.0005457476	0.00126826	0.003221841	0.0002651048	0.0008098493	0.001502879	0.001587854	0.0003368796	0.001051846	0.0004322847	0.0008533911	0.113035	0.253425	0.132506	0.130044	0.263237	0.107754	0.2413057	0.299958	0.16426	0.183406	0.352377	0.279458	0.1763	0.161756	0.382486	1.205625	0.44856	0.771537	1.0844	1.6955
3276	-8374.254	-8599.423	225.1687	3.896074	0.0008563658	0.0006725524	0.00290707	0.0001235631	0.0002665334	0.00138796	0.004426011	0.001432147	3.57368e-05	0.0002994424	4.826551e-05	1.840374e-05	0.0001415842	0.001182498	0.001223579	0.007655825	0.0005318846	0.0002932598	0.0005245843	0.0002386949	0.0009694031	0.004643508	0.0003075252	0.0003071174	0.001673913	0.0004702077	0.0002636557	0.007609377	0.001576209	0.0008287383	0.0006376668	0.002183008	0.0002198706	0.002568235	0.002301764	0.01086413	0.004631701	0.003922466	0.01583998	0.0004564361	0.002118847	0.01101666	0.001372093	1.641945e-05	0.001909181	0.002576323	0.02501245	0.0004978104	0.0008511613	0.002578409	0.0005272864	0.0001158163	0.0002770999	0.0005266978	0.0002401064	0.0001618108	0.0002247896	0.0004924341	0.0002463874	4.507513e-05	0.001513988	0.005922351	0.002435436	0.0004182958	0.0001789041	0.002523692	0.03973175	0.001089603	0.006753884	0.002533903	0.002257679	0.001025876	0.0003704162	0.00126826	0.003221841	0.0004059213	0.0008098493	0.001502879	0.001805463	0.0002662586	0.002072985	0.0004322847	0.0008431119	0.100399	0.182328	0.0948669	0.0931042	0.452155	0.0771464	0.2413057	0.299958	0.16426	0.183406	0.352377	0.276478	0.17442	0.160031	0.389071	0.9266758	0.44856	0.771537	1.0844	1.6955
3277	-8372.416	-8596.733	224.3165	3.896074	0.0008563658	0.0004231524	0.004408053	0.0001805206	0.0002333233	0.00138796	0.004426011	0.00279433	2.80851e-05	0.000460127	3.805905e-05	1.174745e-05	0.0001415842	0.001193204	0.0009056395	0.01323821	0.0006254671	0.0002932598	0.0005245843	0.0001675627	0.0004530594	0.004643508	0.0002274969	0.0003071174	0.001215166	0.0005621434	0.000426425	0.008066847	0.001576209	0.0008287383	0.0005464251	0.002183008	0.0002198706	0.002602158	0.002130226	0.009220852	0.004849857	0.003922466	0.01256951	0.0004564361	0.002110009	0.01405345	0.001401205	1.583844e-05	0.001909181	0.002549596	0.02501245	0.0004748923	0.0007054336	0.002030066	0.0008340504	0.0001158163	0.0002770999	0.0003970217	0.0001992384	0.0001618108	0.0002247896	0.0004924341	0.0001577771	4.507513e-05	0.001359921	0.00571233	0.003623859	0.0004182958	0.0001789041	0.002523692	0.03973175	0.0007278531	0.006753884	0.002533903	0.002257679	0.001025876	0.0003704162	0.001698128	0.003221841	0.0002652331	0.000437006	0.001318813	0.001921397	0.0003312762	0.002191746	0.0007109863	0.001262488	0.136489	0.247868	0.0647239	0.126572	0.319469	0.104878	0.2413057	0.299958	0.16426	0.183406	0.352377	0.276478	0.17442	0.160031	0.389071	1.143229	0.44856	0.771537	1.0844	1.6955
3278	-8370.488	-8596.377	225.8885	3.896074	0.0008563658	0.0003408426	0.004408053	0.0002435291	0.0002333233	0.0009985606	0.004426011	0.002379741	2.80851e-05	0.0009406704	5.321258e-05	1.174745e-05	0.0001415842	0.001193204	0.0009056395	0.005906107	0.0007643562	0.0002932598	0.0005245843	0.0001380506	0.0007389276	0.004643508	9.821322e-05	0.0003071174	0.002009191	0.0005621434	0.0005276835	0.008066847	0.00153745	0.000758466	0.001165349	0.002772215	0.0002198706	0.001744983	0.001664357	0.006717761	0.004849857	0.004296102	0.008226309	0.0004564361	0.001410461	0.01405345	0.001627016	2.05829e-05	0.001845306	0.002549596	0.02501245	0.0004748923	0.000431259	0.001193579	0.0009146168	0.0002355903	0.0001727326	0.0002646459	0.0001992384	0.0001618108	0.000344638	0.0004754813	0.0001206569	6.339117e-05	0.001169321	0.004896871	0.003623859	0.000353498	0.0001789041	0.002523692	0.03973175	0.0008140895	0.009319968	0.002493541	0.002257679	0.0006708433	0.0002433199	0.001224665	0.002089838	0.0004296847	0.0004911846	0.001193467	0.001388745	0.0003761892	0.001728389	0.001276584	0.001262488	0.134421	0.244113	0.0637432	0.124654	0.314628	0.11844	0.2413057	0.274161	0.170313	0.190164	0.365362	0.286734	0.18089	0.165967	0.366409	1.134205	0.44856	0.771537	1.0844	1.6955
3279	-8364.278	-8590.532	226.2546	3.896074	0.001443662	0.0003408426	0.007129419	0.0003954529	0.0002333233	0.0009985606	0.003592296	0.001492687	3.316972e-05	0.000937203	5.321258e-05	1.713152e-05	0.0001415842	0.0007278318	0.0007431664	0.006057565	0.0007643562	0.0002932598	0.0005538275	0.0001252201	0.0009719181	0.004643508	9.821322e-05	0.0003071174	0.002009191	0.0005621434	0.0005361883	0.008066847	0.001955235	0.000758466	0.001165349	0.002806152	0.0002198706	0.001744983	0.001664357	0.006717761	0.004849857	0.004296102	0.008965784	0.0004958859	0.001871086	0.009914513	0.001298166	2.915131e-05	0.001831402	0.002964114	0.02501245	0.0006237226	0.000431259	0.001957073	0.0009146168	0.000252298	0.0001263349	0.000375987	0.0001992384	0.0001618108	0.000301839	0.0004754813	7.755639e-05	6.339117e-05	0.001020166	0.004896871	0.003623859	0.0003339003	0.0001789041	0.001537066	0.03938814	0.0008140895	0.00759653	0.002493541	0.001674127	0.0006708433	0.0002715981	0.001224665	0.002089838	0.0004296847	0.0007071713	0.001002564	0.001388745	0.0002319945	0.001594926	0.001137419	0.001262488	0.140386	0.254944	0.0661838	0.130185	0.284605	0.123696	0.2413057	0.274161	0.170313	0.190164	0.365362	0.282346	0.178122	0.163427	0.376104	1.178117	0.44856	0.771537	1.0844	1.6955
3280	-8360.026	-8585.951	225.9248	3.896074	0.001080093	0.0003408426	0.007129419	0.0003954529	0.0002333233	0.0009985606	0.003592296	0.001492687	3.847377e-05	0.000937203	4.681858e-05	2.669304e-05	0.0001415842	0.0004514721	0.0007431664	0.006057565	0.0006498607	0.0003236648	0.000349633	8.583034e-05	0.0006453088	0.003554208	0.0002119579	0.0003071174	0.002358677	0.0005621434	0.0003257653	0.008066847	0.001535991	0.000758466	0.001165349	0.002806152	0.0002630294	0.001206192	0.001713438	0.006717761	0.005323065	0.004296102	0.012301	0.0004825368	0.002421409	0.01317086	0.001298166	2.915131e-05	0.0007722895	0.002964114	0.02182148	0.0006237226	0.0003810071	0.002327978	0.0009146168	0.000252298	0.0001263349	0.00024286	0.0002222469	0.0001520711	0.0003057278	0.0004166374	5.7374e-05	2.944467e-05	0.001437782	0.004896871	0.003623859	0.0003339003	0.0001290135	0.001097577	0.03938814	0.0005151589	0.01153836	0.002493541	0.001674127	0.0004693885	0.0002715981	0.0007491976	0.002089838	0.0004296847	0.0005030836	0.001439921	0.001325623	0.0002384285	0.001698363	0.001137419	0.001262488	0.137222	0.249199	0.0872265	0.127252	0.278192	0.120908	0.2413057	0.274161	0.170313	0.190164	0.365362	0.287079	0.164346	0.166167	0.382408	1.144949	0.44856	0.771537	1.0844	1.6955
3281	-8372.53	-8597.92	225.3901	3.896074	0.001080093	0.0004361068	0.01110628	0.0003954529	0.000187131	0.000923684	0.002355595	0.001492687	3.847377e-05	0.000937203	4.681858e-05	2.762912e-05	0.0001415842	0.0005793367	0.000411916	0.006057565	0.0006498607	0.0003236648	0.000349633	0.0001385659	0.0007421247	0.003324722	0.0001424584	0.0003071174	0.003341501	0.0005574899	0.0004396849	0.008066847	0.00200187	0.000758466	0.002100616	0.002806152	0.0002630294	0.000747254	0.001713438	0.006717761	0.005323065	0.006563245	0.012301	0.0004825368	0.001673224	0.0106129	0.001827986	2.915131e-05	0.0004730943	0.002964114	0.02182148	0.0006237226	0.0003810071	0.002327978	0.0009146168	0.0003760831	8.272203e-05	0.00024286	0.0002222469	0.0002371893	0.0003057278	0.0004166374	5.7374e-05	1.84312e-05	0.001062397	0.007257943	0.004612598	0.0003339003	0.0001012091	0.001012213	0.03938814	0.0004931047	0.01065376	0.003096426	0.001599882	0.0004693885	0.000250861	0.0007491976	0.002831259	0.0006145808	0.0004427991	0.001148763	0.001247093	0.0003640643	0.001698363	0.001137419	0.001262488	0.0806599	0.265536	0.0929449	0.135594	0.29643	0.128835	0.2413057	0.272913	0.169537	0.189299	0.368251	0.283958	0.173432	0.16436	0.37825	0.996905	0.44856	0.771537	1.0844	1.6955
3282	-8362.234	-8587.541	225.3071	3.896074	0.001080093	0.0004361068	0.01110628	0.0003093378	0.000187131	0.0006038551	0.003296762	0.001492687	3.587148e-05	0.000692454	4.681858e-05	3.98259e-05	9.922419e-05	0.0005793367	0.0004515615	0.006568798	0.001138309	0.0003975993	0.0003138088	0.0001585944	0.0007421247	0.003324722	0.0001424584	0.0003071174	0.003341501	0.0004985642	0.0006803702	0.008066847	0.00200187	0.000758466	0.001568467	0.002577269	0.0001365333	0.000747254	0.001713438	0.004905173	0.005672768	0.006049674	0.012301	0.0007430415	0.001673224	0.01074046	0.001039825	2.915131e-05	0.0004730943	0.001858705	0.02723296	0.0006237226	0.0003810071	0.002327978	0.0009146168	0.0002365976	5.241577e-05	0.0001544812	0.0002268004	0.0002371893	0.0005041467	0.0005179138	4.394769e-05	1.501631e-05	0.000665365	0.007257943	0.003171259	0.0003197037	8.825212e-05	0.001012213	0.03938814	0.0004931047	0.01065376	0.003096426	0.001599882	0.0004693885	0.0001585681	0.0005390726	0.002831259	0.0006145808	0.0004664507	0.00169242	0.001432764	0.0003640643	0.001018733	0.001137419	0.0006635882	0.0817745	0.269206	0.0942293	0.123649	0.300526	0.130615	0.2413057	0.272913	0.169537	0.189299	0.368251	0.283958	0.173432	0.16436	0.37825	1.088513	0.44856	0.771537	1.0844	1.6955
3283	-8368.185	-8592.824	224.6383	3.896074	0.001080093	0.0002795698	0.01110628	0.0001970598	0.0002348502	0.0006038551	0.004839272	0.001399093	3.587148e-05	0.000692454	5.53628e-05	5.969918e-05	9.922419e-05	0.0004714869	0.0002156293	0.009356463	0.0006978207	0.0005104398	0.0003573599	0.0001924068	0.0007241252	0.003324722	0.0001424584	0.0003071174	0.002665301	0.0004985642	0.0007732591	0.01197264	0.00200187	0.000758466	0.001280918	0.002577269	0.0001614346	0.000747254	0.001225497	0.004191407	0.006289389	0.005486231	0.012301	0.001192078	0.002242748	0.01074046	0.00126976	2.915131e-05	0.0004730943	0.00157642	0.02723296	0.0008499804	0.0003810071	0.003598947	0.001369408	0.0002365976	6.279965e-05	0.0001107041	0.0002268004	0.0002508539	0.0004869602	0.0005179138	4.394769e-05	1.501631e-05	0.000665365	0.006198101	0.003171259	0.000312586	8.825212e-05	0.0009197282	0.03938814	0.0003681975	0.01065376	0.003410522	0.001599882	0.0007066971	0.0003241727	0.0003810869	0.002831259	0.000505318	0.0004664507	0.00169242	0.001728711	0.0003640643	0.0007864508	0.001083895	0.0006635882	0.081037	0.266778	0.102398	0.122534	0.297816	0.129437	0.2413057	0.272913	0.169537	0.189299	0.368251	0.283958	0.173432	0.16436	0.37825	1.017283	0.44856	0.771537	1.0844	1.6955
3284	-8359.887	-8585.314	225.4267	3.896074	0.0009831972	0.0004409381	0.01110628	0.0002320793	0.0001041081	0.0006038551	0.003378679	0.001399093	3.587148e-05	0.0005770425	5.53628e-05	9.055463e-05	9.922419e-05	0.0004714869	0.0001766963	0.01184199	0.0006978207	0.0008044972	0.0003573599	0.0001924068	0.0007241252	0.003324722	0.0001424584	0.0003071174	0.00216437	0.0004985642	0.0005329434	0.01330374	0.001401392	0.001228757	0.001692628	0.002577269	0.0001614346	0.000747254	0.001912516	0.00326571	0.005034245	0.005486231	0.006859352	0.0008613437	0.002242748	0.008779046	0.001687163	2.915131e-05	0.0003397081	0.00157642	0.02777727	0.0006163721	0.0006895886	0.003598947	0.002000317	0.0002365976	6.279965e-05	0.0001024978	0.0002268004	0.0002508539	0.0008541247	0.0005179138	4.394769e-05	1.501631e-05	0.0006543714	0.006198101	0.003171259	0.000312586	6.620134e-05	0.001259821	0.03660662	0.0005525581	0.01065376	0.002418656	0.001085683	0.0007066971	0.0004256275	0.0002498875	0.003263212	0.0004341806	0.0005105199	0.00169242	0.002358636	0.0003865367	0.0007864508	0.001267255	0.0006635882	0.0810119	0.266695	0.102366	0.0936171	0.326912	0.129397	0.2413057	0.278414	0.172954	0.193114	0.355518	0.283958	0.173432	0.16436	0.37825	1.017283	0.44856	0.771537	1.0844	1.6955
3285	-8360.343	-8585.265	224.9227	3.896074	0.0009831972	0.0004239932	0.01202776	0.0002320793	0.0001041081	0.0006038551	0.003499404	0.0009115713	4.500441e-05	0.0005770425	5.53628e-05	9.055463e-05	9.922419e-05	0.0004714869	0.0001766963	0.01184199	0.0003293229	0.0004881066	0.0003364991	0.0001547445	0.0007241252	0.002181966	7.904168e-05	0.0003071174	0.002931436	0.0005455006	0.0003575373	0.01330374	0.001401392	0.0009244907	0.002508649	0.002577269	0.0001614346	0.000747254	0.001912516	0.00326571	0.005034245	0.005486231	0.008655319	0.001561519	0.002242748	0.0133217	0.001173765	1.425527e-05	0.0003397081	0.00247211	0.02777727	0.0004693544	0.0009790185	0.003598947	0.002000317	0.0001453827	6.047281e-05	0.0001024978	0.0002268004	0.0003407246	0.0007472607	0.0003395127	9.161217e-05	1.501631e-05	0.0007919707	0.006198101	0.003171259	0.0003352748	9.099049e-05	0.001259821	0.03660662	0.0005525581	0.007796727	0.002418656	0.0008591433	0.0008282867	0.0004256275	0.0002498875	0.003263212	0.0005486668	0.0005105199	0.002297839	0.002422891	0.0002465782	0.0007864508	0.001267255	0.0007814604	0.0929701	0.306062	0.0803725	0.107436	0.307247	0.105912	0.2413057	0.278414	0.172954	0.193114	0.355518	0.28254	0.172566	0.168533	0.376361	1.017283	0.44856	0.771537	1.0844	1.6955
3286	-8368.267	-8590.3	222.0337	3.896074	0.0009831972	0.0004872432	0.01416067	0.0002227525	0.0001041081	0.0006124353	0.003499404	0.0007155188	4.500441e-05	0.0004734738	8.565401e-05	6.074858e-05	9.922419e-05	0.0004714869	0.0001766963	0.0287718	0.0003257158	0.0007031784	0.0003364991	0.0002202088	0.0008221863	0.003554197	7.904168e-05	0.0003071174	0.005195188	0.0005455006	0.000457413	0.01330374	0.002281618	0.0009244907	0.001979105	0.002577269	0.0001614346	0.0009949495	0.001912516	0.005204732	0.006469616	0.007691798	0.01305546	0.001561519	0.002242748	0.008503824	0.001173765	1.425527e-05	0.000287541	0.003528057	0.02777727	0.0004972955	0.0008529487	0.003598947	0.001481136	0.0001453827	7.644334e-05	0.0001024978	0.0002268004	0.0002952727	0.0007472607	0.000406394	0.0001161528	2.189355e-05	0.0007919707	0.006537254	0.003675104	0.0003352748	9.099049e-05	0.001058616	0.03807918	0.0004471698	0.007657825	0.002183106	0.001123276	0.0008282867	0.0006269778	0.0002137863	0.003263212	0.0005486668	0.000775121	0.001579906	0.001142079	0.0002465782	0.0006201826	0.001602965	0.0009826822	0.0939928	0.309429	0.0812566	0.108618	0.310627	0.0960764	0.2413057	0.278414	0.172954	0.193114	0.355518	0.277913	0.173679	0.16962	0.378788	0.9209429	0.44856	0.771537	1.0844	1.6955
3287	-8375.796	-8596.717	220.9218	3.896074	0.0009831972	0.0004872432	0.01416067	0.000160265	0.0001035134	0.0006124353	0.004650588	0.001412028	5.3786e-05	0.0003173108	9.655561e-05	5.256413e-05	9.711282e-05	0.00062669	0.0001766963	0.02060506	0.0003257158	0.001128227	0.0003364991	0.0002770552	0.0008612039	0.003554197	5.188578e-05	0.0003414464	0.003892932	0.0005455006	0.000457413	0.01800045	0.002281618	0.0009244907	0.001979105	0.002065903	0.0001614346	0.001104261	0.003045367	0.005204732	0.006469616	0.01470469	0.01892618	0.001732619	0.003449222	0.008503824	0.001173765	1.31676e-05	0.000287541	0.00285278	0.03019956	0.0007326042	0.001032109	0.002403344	0.001136819	0.000334741	7.95405e-05	0.0001167572	0.0002268004	0.0004766312	0.00104843	0.000406394	9.27011e-05	1.059127e-05	0.0007816824	0.005637978	0.003114068	0.0003352748	0.0001371031	0.001058616	0.03807918	0.0005321591	0.007326888	0.002183106	0.0006949003	0.001060615	0.0006269778	0.0002577319	0.001684994	0.0005486668	0.001307702	0.002090523	0.001142079	0.0002465782	0.0005885784	0.00129957	0.0009785143	0.0970872	0.319616	0.0839317	0.079272	0.320854	0.0992394	0.2413057	0.281927	0.172112	0.192174	0.353787	0.277913	0.173679	0.16962	0.378788	0.9209429	0.44856	0.771537	1.0844	1.6955
3288	-8375.563	-8594.393	218.8298	3.896074	0.0009831972	0.0004872432	0.01416067	0.0001504428	0.0001035134	0.0005828623	0.00502042	0.001412028	4.299299e-05	0.0003619656	9.655561e-05	5.256413e-05	9.711282e-05	0.00062669	0.0001773938	0.02060506	0.0003257158	0.001128227	0.0003364991	0.0002770552	0.0008612039	0.003554197	8.277931e-05	0.0003414464	0.003892932	0.0005455006	0.000457413	0.02875922	0.001361183	0.0009244907	0.001979105	0.001346782	0.0001282576	0.001104261	0.004654839	0.005204732	0.01056385	0.01505896	0.01921962	0.001146079	0.004599629	0.008762189	0.0007212542	2.528131e-05	0.000287541	0.003325996	0.03019956	0.0008619838	0.0007609485	0.002403344	0.0006455027	0.0005268014	7.95405e-05	0.0001167572	0.0002607442	0.0004475646	0.001278067	0.000406394	9.27011e-05	2.706001e-05	0.0006318217	0.005637978	0.003114068	0.0003352748	0.0001371031	0.001740298	0.03807918	0.0005321591	0.007326888	0.002183106	0.0006189611	0.0007245642	0.0006269778	0.0002577319	0.001684994	0.001171277	0.00106757	0.003753372	0.001162482	0.0001527691	0.0005885784	0.0008224032	0.0009785143	0.133632	0.269442	0.0707558	0.172025	0.270485	0.0836605	0.2413057	0.281927	0.172112	0.192174	0.353787	0.277913	0.173679	0.16962	0.378788	1.201656	0.44856	0.771537	1.0844	1.6955
3289	-8374.631	-8592.954	218.3235	3.896074	0.0009831972	0.0007263647	0.01416067	9.77353e-05	0.000105193	0.0008246538	0.00589236	0.001412028	4.299299e-05	0.0003619656	9.655561e-05	4.260736e-05	9.711282e-05	0.0005818425	0.0001593838	0.02060506	0.0003024119	0.001128227	0.0003364991	0.0002770552	0.001196675	0.002547256	5.500261e-05	0.0003780622	0.003316657	0.0006559308	0.000457413	0.02875922	0.001063839	0.00108972	0.002014127	0.001200665	0.0001720378	0.001104261	0.006350269	0.005204732	0.01092298	0.01505896	0.01921962	0.001146079	0.004255462	0.004263561	0.001100414	2.528131e-05	0.000287541	0.004114706	0.0404973	0.0008619838	0.0009349898	0.002403344	0.0006455027	0.0005268014	7.95405e-05	0.0001053312	0.0002607442	0.0004475646	0.001270284	0.000406394	0.000133259	3.021521e-05	0.0006318217	0.005637978	0.003114068	0.0005308459	0.0001748874	0.001827622	0.03807918	0.0004845303	0.007326888	0.000942987	0.0006189611	0.0007245642	0.0007154681	0.0003369042	0.001684994	0.001171277	0.0004798584	0.003672117	0.0009248384	0.0001162429	0.0008465008	0.0008224032	0.0009785143	0.105683	0.287096	0.071976	0.174992	0.275149	0.0851032	0.2413057	0.281927	0.172112	0.192174	0.353787	0.278552	0.173525	0.16947	0.378453	0.9810309	0.44856	0.771537	1.0844	1.6955
3290	-8363.164	-8584.044	220.88	3.896074	0.0009831972	0.001057686	0.01416067	9.77353e-05	0.000105193	0.0007701906	0.003968495	0.001232733	6.930683e-05	0.0004674067	8.384744e-05	4.260736e-05	9.342142e-05	0.0005818425	0.0002006264	0.01397957	0.0002921606	0.001128227	0.0004082489	0.0002770552	0.0008462552	0.002547256	0.0001283522	0.0002734441	0.00244139	0.0006559308	0.000457413	0.02875922	0.001063839	0.0009222916	0.002246357	0.001200665	0.0001720378	0.001104261	0.005717344	0.005204732	0.008283305	0.01045718	0.01921962	0.001146079	0.004255462	0.004263561	0.0008724071	1.646249e-05	0.0004337831	0.002413936	0.03631915	0.0007559898	0.0009349898	0.002898581	0.001023213	0.0003788936	7.95405e-05	0.0001053312	0.0002607442	0.0003166579	0.0007904381	0.000406394	0.0001241018	3.021521e-05	0.0003415439	0.005657614	0.003114068	0.0004259765	0.0001114676	0.001134447	0.03637699	0.0006368491	0.007326888	0.000942987	0.0006189611	0.0008412877	0.0007154681	0.0003079491	0.001684994	0.001171277	0.0006325035	0.003672117	0.0009248384	7.245002e-05	0.001022772	0.0007821271	0.000846675	0.128745	0.270145	0.0876828	0.0745594	0.335193	0.103675	0.2413057	0.281927	0.172112	0.192174	0.353787	0.278552	0.173525	0.16947	0.378453	0.9997163	0.44856	0.771537	1.0844	1.6955
